,Unnamed: 0,index,hangul_word,english_phrase,does_end_in_hada,hanja_word,hanja_exists,hanja_word_with_hada,num_hangul_words,hangul_syll_chains,hanja_syll_chains,hangul_hanja_subseq_chain,hangul_chain_with_trans,hanja_chain_with_trans
5611,3191,연구원,연구원,researcher,False,硏究員,True,硏究員,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '員'], ['硏', '究員'], ['硏究', '員'], ['硏究員']]","(['연구원'], ['硏究員'])",연구원 (Researcher),硏究員 (researcher)
5612,3192,연구원,연구원,researcher,False,硏究院,True,硏究院,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '院'], ['硏', '究院'], ['硏究', '院'], ['硏究院']]","(['연', '구', '원'], ['硏', '究', '院'])",연 (Kite) + 구 (District) + 원 (Circle),硏 (study) + 究 (investigate) + 院 (yard)
5612,3192,연구원,연구원,researcher,False,硏究院,True,硏究院,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '院'], ['硏', '究院'], ['硏究', '院'], ['硏究院']]","(['연', '구원'], ['硏', '究院'])",연 (Kite) + 구원 (Salvation),硏 (study) + 究院 (a research institute)
5612,3192,연구원,연구원,researcher,False,硏究院,True,硏究院,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '院'], ['硏', '究院'], ['硏究', '院'], ['硏究院']]","(['연구', '원'], ['硏究', '院'])",연구 (Research) + 원 (Circle),硏究 (study) + 院 (yard)
5612,3192,연구원,연구원,researcher,False,硏究院,True,硏究院,2,"[['연', '구', '원'], ['연', '구원'], ['연구', '원'], ['연구원']]","[['硏', '究', '院'], ['硏', '究院'], ['硏究', '院'], ['硏究院']]","(['연구원'], ['硏究院'])",연구원 (Researcher),硏究院 (research institute)
5613,2961,신문,신문,newspaper,False,新聞,True,新聞,2,"[['신', '문'], ['신문']]","[['新', '聞'], ['新聞']]","(['신', '문'], ['新', '聞'])",신 (god) + 문 (Door),新 (fresh) + 聞 (smell)
5613,2961,신문,신문,newspaper,False,新聞,True,新聞,2,"[['신', '문'], ['신문']]","[['新', '聞'], ['新聞']]","(['신문'], ['新聞'])",신문 (Newspaper),新聞 (news)
5614,2962,신문,신문,newspaper,False,訊問,True,訊問,2,"[['신', '문'], ['신문']]","[['訊', '問'], ['訊問']]","(['신', '문'], ['訊', '問'])",신 (god) + 문 (Door),訊 (report) + 問 (ask)
5614,2962,신문,신문,newspaper,False,訊問,True,訊問,2,"[['신', '문'], ['신문']]","[['訊', '問'], ['訊問']]","(['신문'], ['訊問'])",신문 (Newspaper),訊問 (interrogate)
5615,2955,시청,시청,city hall,False,市廳,True,市廳,2,"[['시', '청'], ['시청']]","[['市', '廳'], ['市廳']]","(['시', '청'], ['市', '廳'])",시 (Poetry) + 청 (request),市 (market) + 廳 (office)
5615,2955,시청,시청,city hall,False,市廳,True,市廳,2,"[['시', '청'], ['시청']]","[['市', '廳'], ['市廳']]","(['시청'], ['市廳'])",시청 (City Hall),市廳 (city hall)
5616,2956,시청,시청,city hall,False,視聽,True,視聽,2,"[['시', '청'], ['시청']]","[['視', '聽'], ['視聽']]","(['시', '청'], ['視', '聽'])",시 (Poetry) + 청 (request),視 (look at one's pleasure) + 聽 (Listen.)
5616,2956,시청,시청,city hall,False,視聽,True,視聽,2,"[['시', '청'], ['시청']]","[['視', '聽'], ['視聽']]","(['시청'], ['視聽'])",시청 (City Hall),視聽 (audiovisual observation)
5617,2953,시장,시장,market,False,市場,True,市場,2,"[['시', '장'], ['시장']]","[['市', '場'], ['市場']]","(['시', '장'], ['市', '場'])",시 (Poetry) + 장 (chapter),市 (market) + 場 (yard)
5617,2953,시장,시장,market,False,市場,True,市場,2,"[['시', '장'], ['시장']]","[['市', '場'], ['市場']]","(['시장'], ['市場'])",시장 (market),市場 (market)
5618,2954,시장,시장,market,False,市長,True,市長,2,"[['시', '장'], ['시장']]","[['市', '長'], ['市長']]","(['시', '장'], ['市', '長'])",시 (Poetry) + 장 (chapter),市 (market) + 長 (grow)
5618,2954,시장,시장,market,False,市長,True,市長,2,"[['시', '장'], ['시장']]","[['市', '長'], ['市長']]","(['시장'], ['市長'])",시장 (market),市長 (the mayor)
5619,2478,사용,사용하다,to use,True,使用,True,使用하다,2,"[['사', '용'], ['사용']]","[['使', '用'], ['使用']]","(['사', '용'], ['使', '用'])",사 (Buy) + 용 (Dragon),使 (assign) + 用 (use)
5619,2478,사용,사용하다,to use,True,使用,True,使用하다,2,"[['사', '용'], ['사용']]","[['使', '用'], ['使用']]","(['사용'], ['使用'])",사용 (Use),使用 (use)
5620,2479,사용,사용하다,to use,True,私用,True,私用하다,2,"[['사', '용'], ['사용']]","[['私', '用'], ['私用']]","(['사', '용'], ['私', '用'])",사 (Buy) + 용 (Dragon),私 (privately) + 用 (use)
5620,2479,사용,사용하다,to use,True,私用,True,私用하다,2,"[['사', '용'], ['사용']]","[['私', '用'], ['私用']]","(['사용'], ['私用'])",사용 (Use),私用 (private use)
5621,1043,모자,모자,hat / cap,False,帽子,True,帽子,2,"[['모', '자'], ['모자']]","[['帽', '子'], ['帽子']]","(['모', '자'], ['帽', '子'])",모 (Moe.) + 자 (Let's.),帽 (hat) + 子 (son)
5621,1043,모자,모자,hat / cap,False,帽子,True,帽子,2,"[['모', '자'], ['모자']]","[['帽', '子'], ['帽子']]","(['모자'], ['帽子'])",모자 (Hat),帽子 (hat)
5622,1044,모자,모자,hat / cap,False,母子,True,母子,2,"[['모', '자'], ['모자']]","[['母', '子'], ['母子']]","(['모', '자'], ['母', '子'])",모 (Moe.) + 자 (Let's.),母 (mother) + 子 (son)
5622,1044,모자,모자,hat / cap,False,母子,True,母子,2,"[['모', '자'], ['모자']]","[['母', '子'], ['母子']]","(['모자'], ['母子'])",모자 (Hat),母子 (mother and child)
5623,982,매일,매일,every day,False,每日,True,每日,2,"[['매', '일'], ['매일']]","[['每', '日'], ['每日']]","(['매', '일'], ['每', '日'])",매 (Every) + 일 (Work),每 (every time) + 日 (day)
5623,982,매일,매일,every day,False,每日,True,每日,2,"[['매', '일'], ['매일']]","[['每', '日'], ['每日']]","(['매일'], ['每日'])",매일 (every day),每日 (every day)
5624,983,매일,매일,everyday,False,每日,True,每日,2,"[['매', '일'], ['매일']]","[['每', '日'], ['每日']]","(['매', '일'], ['每', '日'])",매 (Every) + 일 (Work),每 (every time) + 日 (day)
5624,983,매일,매일,everyday,False,每日,True,每日,2,"[['매', '일'], ['매일']]","[['每', '日'], ['每日']]","(['매일'], ['每日'])",매일 (every day),每日 (every day)
5625,823,도착,도착하다,to arrive,True,倒錯,True,倒錯하다,2,"[['도', '착'], ['도착']]","[['倒', '錯'], ['倒錯']]","(['도', '착'], ['倒', '錯'])",도 (degree) + 착 (Here),倒 (fall off) + 錯 (be wrong)
5625,823,도착,도착하다,to arrive,True,倒錯,True,倒錯하다,2,"[['도', '착'], ['도착']]","[['倒', '錯'], ['倒錯']]","(['도착'], ['倒錯'])",도착 (Arrival),倒錯 (be wrong)
5626,824,도착,도착하다,to arrive,True,到着,True,到着하다,2,"[['도', '착'], ['도착']]","[['到', '着'], ['到着']]","(['도', '착'], ['到', '着'])",도 (degree) + 착 (Here),到 (Here we go.) + 着 (catch)
5626,824,도착,도착하다,to arrive,True,到着,True,到着하다,2,"[['도', '착'], ['도착']]","[['到', '着'], ['到着']]","(['도착'], ['到着'])",도착 (Arrival),到着 (arrive)
5627,817,대학생,대학생,college student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대', '학', '생'], ['大', '學', '生'])",대 (Versus) + 학 (Crane) + 생 (Saint),大 (big) + 學 (learn) + 生 (bear)
5627,817,대학생,대학생,college student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대', '학생'], ['大', '學生'])",대 (Versus) + 학생 (Student),大 (big) + 學生 (student)
5627,817,대학생,대학생,college student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대학', '생'], ['大學', '生'])",대학 (university) + 생 (Saint),大學 (university) + 生 (bear)
5627,817,대학생,대학생,college student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대학생'], ['大學生'])",대학생 (a university student),大學生 (a college student)
5628,818,대학생,대학생,university student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대', '학', '생'], ['大', '學', '生'])",대 (Versus) + 학 (Crane) + 생 (Saint),大 (big) + 學 (learn) + 生 (bear)
5628,818,대학생,대학생,university student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대', '학생'], ['大', '學生'])",대 (Versus) + 학생 (Student),大 (big) + 學生 (student)
5628,818,대학생,대학생,university student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대학', '생'], ['大學', '生'])",대학 (university) + 생 (Saint),大學 (university) + 生 (bear)
5628,818,대학생,대학생,university student,False,大學生,True,大學生,2,"[['대', '학', '생'], ['대', '학생'], ['대학', '생'], ['대학생']]","[['大', '學', '生'], ['大', '學生'], ['大學', '生'], ['大學生']]","(['대학생'], ['大學生'])",대학생 (a university student),大學生 (a college student)
5629,237,공원,공원,park,False,公園,True,公園,2,"[['공', '원'], ['공원']]","[['公', '園'], ['公園']]","(['공', '원'], ['公', '園'])",공 (Ball) + 원 (Circle),公 (public) + 園 (garden)
5629,237,공원,공원,park,False,公園,True,公園,2,"[['공', '원'], ['공원']]","[['公', '園'], ['公園']]","(['공원'], ['公園'])",공원 (a park),公園 (park)
5630,238,공원,공원,park,False,工員,True,工員,2,"[['공', '원'], ['공원']]","[['工', '員'], ['工員']]","(['공', '원'], ['工', '員'])",공 (Ball) + 원 (Circle),工 (engineer) + 員 (crew)
5630,238,공원,공원,park,False,工員,True,工員,2,"[['공', '원'], ['공원']]","[['工', '員'], ['工員']]","(['공원'], ['工員'])",공원 (a park),工員 (crew)
5631,235,공부,공부하다,to study,True,工夫,True,工夫하다,2,"[['공', '부'], ['공부']]","[['工', '夫'], ['工夫']]","(['공', '부'], ['工', '夫'])",공 (Ball) + 부 (Wealth),工 (engineer) + 夫 (husband)
5631,235,공부,공부하다,to study,True,工夫,True,工夫하다,2,"[['공', '부'], ['공부']]","[['工', '夫'], ['工夫']]","(['공부'], ['工夫'])",공부 (Study),工夫 (effort)
5632,236,공부,공부하다,to study,True,貢賦,True,貢賦하다,2,"[['공', '부'], ['공부']]","[['貢', '賦'], ['貢賦']]","(['공', '부'], ['貢', '賦'])",공 (Ball) + 부 (Wealth),貢 (pay tribute) + 賦 (award)
5632,236,공부,공부하다,to study,True,貢賦,True,貢賦하다,2,"[['공', '부'], ['공부']]","[['貢', '賦'], ['貢賦']]","(['공부'], ['貢賦'])",공부 (Study),貢賦 (gift)
5633,233,공부,공부,study / learning,False,工夫,True,工夫,2,"[['공', '부'], ['공부']]","[['工', '夫'], ['工夫']]","(['공', '부'], ['工', '夫'])",공 (Ball) + 부 (Wealth),工 (engineer) + 夫 (husband)
5633,233,공부,공부,study / learning,False,工夫,True,工夫,2,"[['공', '부'], ['공부']]","[['工', '夫'], ['工夫']]","(['공부'], ['工夫'])",공부 (Study),工夫 (effort)
5634,234,공부,공부,study / learning,False,貢賦,True,貢賦,2,"[['공', '부'], ['공부']]","[['貢', '賦'], ['貢賦']]","(['공', '부'], ['貢', '賦'])",공 (Ball) + 부 (Wealth),貢 (pay tribute) + 賦 (award)
5634,234,공부,공부,study / learning,False,貢賦,True,貢賦,2,"[['공', '부'], ['공부']]","[['貢', '賦'], ['貢賦']]","(['공부'], ['貢賦'])",공부 (Study),貢賦 (gift)
5635,6106,휴대,휴대,being portable,False,携帶,True,携帶,1,"[['휴', '대'], ['휴대']]","[['携', '帶'], ['携帶']]","(['휴', '대'], ['携', '帶'])",휴 (Phew) + 대 (Versus),携 (carry) + 帶 (carry)
5635,6106,휴대,휴대,being portable,False,携帶,True,携帶,1,"[['휴', '대'], ['휴대']]","[['携', '帶'], ['携帶']]","(['휴대'], ['携帶'])",휴대 (Carrying),携帶 (carry)
5636,6105,휴가,휴가,leave / vacation,False,休暇,True,休暇,1,"[['휴', '가'], ['휴가']]","[['休', '暇'], ['休暇']]","(['휴', '가'], ['休', '暇'])",휴 (Phew) + 가 (go),休 (break) + 暇 (spare time)
5636,6105,휴가,휴가,leave / vacation,False,休暇,True,休暇,1,"[['휴', '가'], ['휴가']]","[['休', '暇'], ['休暇']]","(['휴가'], ['休暇'])",휴가 (Vacation),休暇 (break)
5637,6102,회색,회색,grey,False,灰色,True,灰色,1,"[['회', '색'], ['회색']]","[['灰', '色'], ['灰色']]","(['회', '색'], ['灰', '色'])",회 (Raw fish) + 색 (Colors),灰 (dust) + 色 (colour)
5637,6102,회색,회색,grey,False,灰色,True,灰色,1,"[['회', '색'], ['회색']]","[['灰', '色'], ['灰色']]","(['회색'], ['灰色'])",회색 (Gray),灰色 (grayish)
5638,6101,회사원,회사원,company employee,False,會社員,True,會社員,1,"[['회', '사', '원'], ['회', '사원'], ['회사', '원'], ['회사원']]","[['會', '社', '員'], ['會', '社員'], ['會社', '員'], ['會社員']]","(['회', '사', '원'], ['會', '社', '員'])",회 (Raw fish) + 사 (Buy) + 원 (Circle),"會 (Yes, sir.) + 社 (company) + 員 (crew)"
5638,6101,회사원,회사원,company employee,False,會社員,True,會社員,1,"[['회', '사', '원'], ['회', '사원'], ['회사', '원'], ['회사원']]","[['會', '社', '員'], ['會', '社員'], ['會社', '員'], ['會社員']]","(['회', '사원'], ['會', '社員'])",회 (Raw fish) + 사원 (Employee),"會 (Yes, sir.) + 社員 (a member)"
5638,6101,회사원,회사원,company employee,False,會社員,True,會社員,1,"[['회', '사', '원'], ['회', '사원'], ['회사', '원'], ['회사원']]","[['會', '社', '員'], ['會', '社員'], ['會社', '員'], ['會社員']]","(['회사', '원'], ['會社', '員'])",회사 (Company) + 원 (Circle),會社 (association) + 員 (crew)
5638,6101,회사원,회사원,company employee,False,會社員,True,會社員,1,"[['회', '사', '원'], ['회', '사원'], ['회사', '원'], ['회사원']]","[['會', '社', '員'], ['會', '社員'], ['會社', '員'], ['會社員']]","(['회사원'], ['會社員'])",회사원 (an office worker),會社員 (a member of a society)
5639,6100,회사,회사,company,False,會社,True,會社,1,"[['회', '사'], ['회사']]","[['會', '社'], ['會社']]","(['회', '사'], ['會', '社'])",회 (Raw fish) + 사 (Buy),"會 (Yes, sir.) + 社 (company)"
5639,6100,회사,회사,company,False,會社,True,會社,1,"[['회', '사'], ['회사']]","[['會', '社'], ['會社']]","(['회사'], ['會社'])",회사 (Company),會社 (association)
5640,6099,화장실,화장실,rest room,False,化粧室,True,化粧室,1,"[['화', '장', '실'], ['화', '장실'], ['화장', '실'], ['화장실']]","[['化', '粧', '室'], ['化', '粧室'], ['化粧', '室'], ['化粧室']]","(['화', '장', '실'], ['化', '粧', '室'])",화 (anger) + 장 (chapter) + 실 (thread),化 (change) + 粧 (make up) + 室 (chamber)
5640,6099,화장실,화장실,rest room,False,化粧室,True,化粧室,1,"[['화', '장', '실'], ['화', '장실'], ['화장', '실'], ['화장실']]","[['化', '粧', '室'], ['化', '粧室'], ['化粧', '室'], ['化粧室']]","(['화', '장실'], ['化', '粧室'])",화 (anger) + 장실 (a funeral home),化 (change) + 粧室 (dressing room)
5640,6099,화장실,화장실,rest room,False,化粧室,True,化粧室,1,"[['화', '장', '실'], ['화', '장실'], ['화장', '실'], ['화장실']]","[['化', '粧', '室'], ['化', '粧室'], ['化粧', '室'], ['化粧室']]","(['화장', '실'], ['化粧', '室'])",화장 (Makeup) + 실 (thread),化粧 (make-up) + 室 (chamber)
5640,6099,화장실,화장실,rest room,False,化粧室,True,化粧室,1,"[['화', '장', '실'], ['화', '장실'], ['화장', '실'], ['화장실']]","[['化', '粧', '室'], ['化', '粧室'], ['化粧', '室'], ['化粧室']]","(['화장실'], ['化粧室'])",화장실 (Washroom.),化粧室 (make-up)
5641,6098,화요일,화요일,Tuesday,False,火曜日,True,火曜日,1,"[['화', '요', '일'], ['화', '요일'], ['화요', '일'], ['화요일']]","[['火', '曜', '日'], ['火', '曜日'], ['火曜', '日'], ['火曜日']]","(['화', '요', '일'], ['火', '曜', '日'])",화 (anger) + 요 (yo) + 일 (Work),火 (fire) + 曜 (burn) + 日 (day)
5641,6098,화요일,화요일,Tuesday,False,火曜日,True,火曜日,1,"[['화', '요', '일'], ['화', '요일'], ['화요', '일'], ['화요일']]","[['火', '曜', '日'], ['火', '曜日'], ['火曜', '日'], ['火曜日']]","(['화', '요일'], ['火', '曜日'])",화 (anger) + 요일 (Day of the week),火 (fire) + 曜日 (observation day)
5641,6098,화요일,화요일,Tuesday,False,火曜日,True,火曜日,1,"[['화', '요', '일'], ['화', '요일'], ['화요', '일'], ['화요일']]","[['火', '曜', '日'], ['火', '曜日'], ['火曜', '日'], ['火曜日']]","(['화요', '일'], ['火曜', '日'])",화요 (Tuesday) + 일 (Work),火曜 (fire observation) + 日 (day)
5641,6098,화요일,화요일,Tuesday,False,火曜日,True,火曜日,1,"[['화', '요', '일'], ['화', '요일'], ['화요', '일'], ['화요일']]","[['火', '曜', '日'], ['火', '曜日'], ['火曜', '日'], ['火曜日']]","(['화요일'], ['火曜日'])",화요일 (Tuesday),火曜日 (obsidian day)
5642,6097,홍차,홍차,black tea,False,紅茶,True,紅茶,1,"[['홍', '차'], ['홍차']]","[['紅', '茶'], ['紅茶']]","(['홍', '차'], ['紅', '茶'])",홍 (Hong) + 차 (Tea),紅 (red) + 茶 (tea)
5642,6097,홍차,홍차,black tea,False,紅茶,True,紅茶,1,"[['홍', '차'], ['홍차']]","[['紅', '茶'], ['紅茶']]","(['홍차'], ['紅茶'])",홍차 (black tea),紅茶 (black tea)
5643,6092,호선,호선,subway line number,False,號線,True,號線,1,"[['호', '선'], ['호선']]","[['號', '線'], ['號線']]","(['호', '선'], ['號', '線'])",호 (issue) + 선 (Line),號 (number) + 線 (thread)
5643,6092,호선,호선,subway line number,False,號線,True,號線,1,"[['호', '선'], ['호선']]","[['號', '線'], ['號線']]","(['호선'], ['號線'])",호선 (a line of honor),號線 (line)
5644,5940,항상,항상,always,False,恒常,True,恒常,1,"[['항', '상'], ['항상']]","[['恒', '常'], ['恒常']]","(['항', '상'], ['恒', '常'])",항 (clause) + 상 (Prize),恒 (constant) + 常 (all the time)
5644,5940,항상,항상,always,False,恒常,True,恒常,1,"[['항', '상'], ['항상']]","[['恒', '常'], ['恒常']]","(['항상'], ['恒常'])",항상 (All the time),恒常 (constantly)
5645,5937,한복,한복,hanbok (traditional Korean costume),False,韓服,True,韓服,1,"[['한', '복'], ['한복']]","[['韓', '服'], ['韓服']]","(['한', '복'], ['韓', '服'])",한 (han) + 복 (luck),韓 (Korean) + 服 (comply)
5645,5937,한복,한복,hanbok (traditional Korean costume),False,韓服,True,韓服,1,"[['한', '복'], ['한복']]","[['韓', '服'], ['韓服']]","(['한복'], ['韓服'])",한복 (Hanbok),韓服 (hanbok)
5646,5935,한라산,한라산,Hallasan,False,漢拏山,True,漢拏山,1,"[['한', '라', '산'], ['한', '라산'], ['한라', '산'], ['한라산']]","[['漢', '拏', '山'], ['漢', '拏山'], ['漢拏', '山'], ['漢拏山']]","(['한', '라', '산'], ['漢', '拏', '山'])",한 (han) + 라 (La) + 산 (Mountain),漢 (Chinese) + 拏 (None) + 山 (mountain)
5646,5935,한라산,한라산,Hallasan,False,漢拏山,True,漢拏山,1,"[['한', '라', '산'], ['한', '라산'], ['한라', '산'], ['한라산']]","[['漢', '拏', '山'], ['漢', '拏山'], ['漢拏', '山'], ['漢拏山']]","(['한', '라산'], ['漢', '拏山'])",한 (han) + 라산 (Lasan Mountain),漢 (Chinese) + 拏山 (a mountain)
5646,5935,한라산,한라산,Hallasan,False,漢拏山,True,漢拏山,1,"[['한', '라', '산'], ['한', '라산'], ['한라', '산'], ['한라산']]","[['漢', '拏', '山'], ['漢', '拏山'], ['漢拏', '山'], ['漢拏山']]","(['한라', '산'], ['漢拏', '山'])",한라 (Halla) + 산 (Mountain),漢拏 (Chinese yam) + 山 (mountain)
5646,5935,한라산,한라산,Hallasan,False,漢拏山,True,漢拏山,1,"[['한', '라', '산'], ['한', '라산'], ['한라', '산'], ['한라산']]","[['漢', '拏', '山'], ['漢', '拏山'], ['漢拏', '山'], ['漢拏山']]","(['한라산'], ['漢拏山'])",한라산 (Halla Mountain),漢拏山 (Mt. Hanyeol Mountain)
5647,5934,한국어,한국어,Korean (language),False,韓國語,True,韓國語,1,"[['한', '국', '어'], ['한', '국어'], ['한국', '어'], ['한국어']]","[['韓', '國', '語'], ['韓', '國語'], ['韓國', '語'], ['韓國語']]","(['한', '국', '어'], ['韓', '國', '語'])",한 (han) + 국 (Soup) + 어 (Uh.),韓 (Korean) + 國 (country) + 語 (language)
5647,5934,한국어,한국어,Korean (language),False,韓國語,True,韓國語,1,"[['한', '국', '어'], ['한', '국어'], ['한국', '어'], ['한국어']]","[['韓', '國', '語'], ['韓', '國語'], ['韓國', '語'], ['韓國語']]","(['한', '국어'], ['韓', '國語'])",한 (han) + 국어 (Korean language),韓 (Korean) + 國語 (national language)
5647,5934,한국어,한국어,Korean (language),False,韓國語,True,韓國語,1,"[['한', '국', '어'], ['한', '국어'], ['한국', '어'], ['한국어']]","[['韓', '國', '語'], ['韓', '國語'], ['韓國', '語'], ['韓國語']]","(['한국', '어'], ['韓國', '語'])",한국 (Korea) + 어 (Uh.),韓國 (韓國) + 語 (language)
5647,5934,한국어,한국어,Korean (language),False,韓國語,True,韓國語,1,"[['한', '국', '어'], ['한', '국어'], ['한국', '어'], ['한국어']]","[['韓', '國', '語'], ['韓', '國語'], ['韓國', '語'], ['韓國語']]","(['한국어'], ['韓國語'])",한국어 (Korean),韓國語 (Korea language)
5648,5933,한국,한국,Korea,False,韓國,True,韓國,1,"[['한', '국'], ['한국']]","[['韓', '國'], ['韓國']]","(['한', '국'], ['韓', '國'])",한 (han) + 국 (Soup),韓 (Korean) + 國 (country)
5648,5933,한국,한국,Korea,False,韓國,True,韓國,1,"[['한', '국'], ['한국']]","[['韓', '國'], ['韓國']]","(['한국'], ['韓國'])",한국 (Korea),韓國 (韓國)
5649,5838,학생,학생,student,False,學生,True,學生,1,"[['학', '생'], ['학생']]","[['學', '生'], ['學生']]","(['학', '생'], ['學', '生'])",학 (Crane) + 생 (Saint),學 (learn) + 生 (bear)
5649,5838,학생,학생,student,False,學生,True,學生,1,"[['학', '생'], ['학생']]","[['學', '生'], ['學生']]","(['학생'], ['學生'])",학생 (Student),學生 (student)
5650,5837,학교,학교,school,False,學校,True,學校,1,"[['학', '교'], ['학교']]","[['學', '校'], ['學校']]","(['학', '교'], ['學', '校'])",학 (Crane) + 교 (Religion),學 (learn) + 校 (school)
5650,5837,학교,학교,school,False,學校,True,學校,1,"[['학', '교'], ['학교']]","[['學', '校'], ['學校']]","(['학교'], ['學校'])",학교 (School),學校 (school)
5651,5829,피곤,피곤하다,tired,True,疲困,True,疲困하다,1,"[['피', '곤'], ['피곤']]","[['疲', '困'], ['疲困']]","(['피', '곤'], ['疲', '困'])",피 (Blood) + 곤 (gon),疲 (be worn out) + 困 (feel sleepy)
5651,5829,피곤,피곤하다,tired,True,疲困,True,疲困하다,1,"[['피', '곤'], ['피곤']]","[['疲', '困'], ['疲困']]","(['피곤'], ['疲困'])",피곤 (fatigue),疲困 (be tired and sleepy)
5652,5676,포도,포도,grape,False,葡萄,True,葡萄,1,"[['포', '도'], ['포도']]","[['葡', '萄'], ['葡萄']]","(['포', '도'], ['葡', '萄'])",포 (cannon) + 도 (degree),葡 (Portuguese) + 萄 (grape)
5652,5676,포도,포도,grape,False,葡萄,True,葡萄,1,"[['포', '도'], ['포도']]","[['葡', '萄'], ['葡萄']]","(['포도'], ['葡萄'])",포도 (grape),葡萄 (grape)
5653,5675,편지,편지,letter,False,便紙,True,便紙,1,"[['편', '지'], ['편지']]","[['便', '紙'], ['便紙']]","(['편', '지'], ['便', '紙'])",편 (Side) + 지 (Ji),便 (be convenience) + 紙 (paper)
5653,5675,편지,편지,letter,False,便紙,True,便紙,1,"[['편', '지'], ['편지']]","[['便', '紙'], ['便紙']]","(['편지'], ['便紙'])",편지 (Letters),便紙 (paper)
5654,5596,투표,투표하다,to vote,True,投票,True,投票하다,1,"[['투', '표'], ['투표']]","[['投', '票'], ['投票']]","(['투', '표'], ['投', '票'])",투 (Two) + 표 (a ticket),投 (cast) + 票 (ticket)
5654,5596,투표,투표하다,to vote,True,投票,True,投票하다,1,"[['투', '표'], ['투표']]","[['投', '票'], ['投票']]","(['투표'], ['投票'])",투표 (Voting),投票 (cast one's ballot)
5655,5595,투표,투표,vote,False,投票,True,投票,1,"[['투', '표'], ['투표']]","[['投', '票'], ['投票']]","(['투', '표'], ['投', '票'])",투 (Two) + 표 (a ticket),投 (cast) + 票 (ticket)
5655,5595,투표,투표,vote,False,投票,True,投票,1,"[['투', '표'], ['투표']]","[['投', '票'], ['投票']]","(['투표'], ['投票'])",투표 (Voting),投票 (cast one's ballot)
5656,5594,토요일,토요일,Saturday,False,土曜日,True,土曜日,1,"[['토', '요', '일'], ['토', '요일'], ['토요', '일'], ['토요일']]","[['土', '曜', '日'], ['土', '曜日'], ['土曜', '日'], ['土曜日']]","(['토', '요', '일'], ['土', '曜', '日'])",토 (Toe) + 요 (yo) + 일 (Work),土 (earth) + 曜 (burn) + 日 (day)
5656,5594,토요일,토요일,Saturday,False,土曜日,True,土曜日,1,"[['토', '요', '일'], ['토', '요일'], ['토요', '일'], ['토요일']]","[['土', '曜', '日'], ['土', '曜日'], ['土曜', '日'], ['土曜日']]","(['토', '요일'], ['土', '曜日'])",토 (Toe) + 요일 (Day of the week),土 (earth) + 曜日 (observation day)
5656,5594,토요일,토요일,Saturday,False,土曜日,True,土曜日,1,"[['토', '요', '일'], ['토', '요일'], ['토요', '일'], ['토요일']]","[['土', '曜', '日'], ['土', '曜日'], ['土曜', '日'], ['土曜日']]","(['토요', '일'], ['土曜', '日'])",토요 (Saturday) + 일 (Work),土曜 (earth observation) + 日 (day)
5656,5594,토요일,토요일,Saturday,False,土曜日,True,土曜日,1,"[['토', '요', '일'], ['토', '요일'], ['토요', '일'], ['토요일']]","[['土', '曜', '日'], ['土', '曜日'], ['土曜', '日'], ['土曜日']]","(['토요일'], ['土曜日'])",토요일 (Saturday),土曜日 (obsidian day)
5657,5590,태권도,태권도,taekwondo,False,跆拳道,True,跆拳道,1,"[['태', '권', '도'], ['태', '권도'], ['태권', '도'], ['태권도']]","[['跆', '拳', '道'], ['跆', '拳道'], ['跆拳', '道'], ['跆拳道']]","(['태', '권', '도'], ['跆', '拳', '道'])",태 (a form) + 권 (Kwon) + 도 (degree),跆 (kick) + 拳 (punch) + 道 (way)
