,Unnamed: 0,index,hangul_word,english_phrase,does_end_in_hada,hanja_word,hanja_exists,hanja_word_with_hada,num_hangul_words,hangul_syll_chains,hanja_syll_chains,hangul_hanja_subseq_chain,hangul_chain_with_trans,hanja_chain_with_trans
1726,5111,차,차,tea,False,嗟,True,嗟,218,['차'],['嗟'],"('차', '嗟')",차 (Tea),嗟 (sigh)
1730,5115,차,차,tea,False,姹,True,姹,218,['차'],['姹'],"('차', '姹')",차 (Tea),姹 (a variety of flowers)
1732,5117,차,차,tea,False,岔,True,岔,218,['차'],['岔'],"('차', '岔')",차 (Tea),岔 (fork)
1733,5118,차,차,tea,False,嵯,True,嵯,218,['차'],['嵯'],"('차', '嵯')",차 (Tea),嵯 (rough)
1735,5120,차,차,tea,False,差,True,差,218,['차'],['差'],"('차', '差')",차 (Tea),差 (be poor)
1738,5123,차,차,tea,False,扯,True,扯,218,['차'],['扯'],"('차', '扯')",차 (Tea),扯 (cuff)
1740,5125,차,차,tea,False,搓,True,搓,218,['차'],['搓'],"('차', '搓')",차 (Tea),搓 (rub)
1741,5126,차,차,tea,False,搽,True,搽,218,['차'],['搽'],"('차', '搽')",차 (Tea),搽 (apply)
1744,5129,차,차,tea,False,杈,True,杈,218,['차'],['杈'],"('차', '杈')",차 (Tea),杈 (fork)
1746,5131,차,차,tea,False,槎,True,槎,218,['차'],['槎'],"('차', '槎')",차 (Tea),槎 (scour)
1747,5132,차,차,tea,False,次,True,次,218,['차'],['次'],"('차', '次')",차 (Tea),次 (second)
1748,5133,차,차,tea,False,此,True,此,218,['차'],['此'],"('차', '此')",차 (Tea),此 (herewith)
1749,5134,차,차,tea,False,汊,True,汊,218,['차'],['汊'],"('차', '汊')",차 (Tea),汊 (branch)
1751,5136,차,차,tea,False,砗,True,砗,218,['차'],['砗'],"('차', '砗')",차 (Tea),砗 (watercourses)
1752,5137,차,차,tea,False,硨,True,硨,218,['차'],['硨'],"('차', '硨')",차 (Tea),硨 (watercourses)
1753,5138,차,차,tea,False,磋,True,磋,218,['차'],['磋'],"('차', '磋')",차 (Tea),磋 (practice)
1767,5152,차,차,tea,False,衩,True,衩,218,['차'],['衩'],"('차', '衩')",차 (Tea),衩 (barely)
1773,5158,차,차,tea,False,蹉,True,蹉,218,['차'],['蹉'],"('차', '蹉')",차 (Tea),蹉 (lose one's fingers)
1774,5159,차,차,tea,False,車,True,車,218,['차'],['車'],"('차', '車')",차 (Tea),車 (car)
1775,5160,차,차,tea,False,车,True,车,218,['차'],['车'],"('차', '车')",차 (Tea),车 (car)
1776,5161,차,차,tea,False,遮,True,遮,218,['차'],['遮'],"('차', '遮')",차 (Tea),遮 (cover)
1780,5165,차,차,tea,False,鹺,True,鹺,218,['차'],['鹺'],"('차', '鹺')",차 (Tea),鹺 (salt)
1781,5166,차,차,tea,False,鹾,True,鹾,218,['차'],['鹾'],"('차', '鹾')",차 (Tea),鹾 (salt)
1782,5167,차,차,tea,False,齇,True,齇,218,['차'],['齇'],"('차', '齇')",차 (Tea),齇 (country)
1822,4721,제,제,my,False,侪,True,侪,195,['제'],['侪'],"('제', '侪')",제 (My),侪 (class)
1826,4725,제,제,my,False,傺,True,傺,195,['제'],['傺'],"('제', '傺')",제 (My),傺 (look at)
1828,4727,제,제,my,False,儕,True,儕,195,['제'],['儕'],"('제', '儕')",제 (My),儕 (class)
1829,4728,제,제,my,False,制,True,制,195,['제'],['制'],"('제', '制')",제 (My),制 (set afoot)
1830,4729,제,제,my,False,剂,True,剂,195,['제'],['剂'],"('제', '剂')",제 (My),剂 (powder)
1832,4731,제,제,my,False,劑,True,劑,195,['제'],['劑'],"('제', '劑')",제 (My),劑 (powder)
1834,4733,제,제,my,False,哜,True,哜,195,['제'],['哜'],"('제', '哜')",제 (My),哜 (swarmy)
1835,4734,제,제,my,False,啼,True,啼,195,['제'],['啼'],"('제', '啼')",제 (My),啼 (cry)
1837,4736,제,제,my,False,嚌,True,嚌,195,['제'],['嚌'],"('제', '嚌')",제 (My),嚌 (swarmy)
1839,4738,제,제,my,False,堤,True,堤,195,['제'],['堤'],"('제', '堤')",제 (My),堤 (bank)
1841,4740,제,제,my,False,娣,True,娣,195,['제'],['娣'],"('제', '娣')",제 (My),娣 (class)
1843,4742,제,제,my,False,媞,True,媞,195,['제'],['媞'],"('제', '媞')",제 (My),媞 (bear)
1844,4743,제,제,my,False,帝,True,帝,195,['제'],['帝'],"('제', '帝')",제 (My),帝 (emperor)
1845,4744,제,제,my,False,弟,True,弟,195,['제'],['弟'],"('제', '弟')",제 (My),弟 (brother)
1848,4747,제,제,my,False,悌,True,悌,195,['제'],['悌'],"('제', '悌')",제 (My),悌 (gentle)
1853,4752,제,제,my,False,挤,True,挤,195,['제'],['挤'],"('제', '挤')",제 (My),挤 (squeeze)
1854,4753,제,제,my,False,提,True,提,195,['제'],['提'],"('제', '提')",제 (My),提 (raise)
1856,4755,제,제,my,False,擠,True,擠,195,['제'],['擠'],"('제', '擠')",제 (My),擠 (squeeze)
1861,4760,제,제,my,False,梯,True,梯,195,['제'],['梯'],"('제', '梯')",제 (My),梯 (ladder)
1864,4763,제,제,my,False,济,True,济,195,['제'],['济'],"('제', '济')",제 (My),济 (save)
1871,4770,제,제,my,False,濟,True,濟,195,['제'],['濟'],"('제', '濟')",제 (My),濟 (save)
1873,4772,제,제,my,False,狾,True,狾,195,['제'],['狾'],"('제', '狾')",제 (My),狾 (cattle)
1879,4778,제,제,my,False,睇,True,睇,195,['제'],['睇'],"('제', '睇')",제 (My),睇 (have a look)
1882,4781,제,제,my,False,碲,True,碲,195,['제'],['碲'],"('제', '碲')",제 (My),碲 (tellurium)
1884,4783,제,제,my,False,祭,True,祭,195,['제'],['祭'],"('제', '祭')",제 (My),祭 (sacrifice)
1890,4789,제,제,my,False,第,True,第,195,['제'],['第'],"('제', '第')",제 (My),第 (first)
1891,4790,제,제,my,False,綈,True,綈,195,['제'],['綈'],"('제', '綈')",제 (My),綈 (old-fashioned)
1892,4791,제,제,my,False,緹,True,緹,195,['제'],['緹'],"('제', '緹')",제 (My),緹 (twine)
1893,4792,제,제,my,False,绨,True,绨,195,['제'],['绨'],"('제', '绨')",제 (My),绨 (old-fashioned)
1894,4793,제,제,my,False,缇,True,缇,195,['제'],['缇'],"('제', '缇')",제 (My),缇 (twine)
1896,4795,제,제,my,False,脐,True,脐,195,['제'],['脐'],"('제', '脐')",제 (My),脐 (umbilical cord)
1898,4797,제,제,my,False,臍,True,臍,195,['제'],['臍'],"('제', '臍')",제 (My),臍 (umbilical cord)
1901,4800,제,제,my,False,荠,True,荠,195,['제'],['荠'],"('제', '荠')",제 (My),荠 (shepherd's purse)
1905,4804,제,제,my,False,薺,True,薺,195,['제'],['薺'],"('제', '薺')",제 (My),薺 (shepherd's purse)
1907,4806,제,제,my,False,蛴,True,蛴,195,['제'],['蛴'],"('제', '蛴')",제 (My),蛴 (gracious)
1909,4808,제,제,my,False,蠐,True,蠐,195,['제'],['蠐'],"('제', '蠐')",제 (My),蠐 (gracious)
1912,4811,제,제,my,False,製,True,製,195,['제'],['製'],"('제', '製')",제 (My),製 (set afoot)
1913,4812,제,제,my,False,褆,True,褆,195,['제'],['褆'],"('제', '褆')",제 (My),褆 (stony)
1914,4813,제,제,my,False,諸,True,諸,195,['제'],['諸'],"('제', '諸')",제 (My),諸 (everything)
1916,4815,제,제,my,False,诸,True,诸,195,['제'],['诸'],"('제', '诸')",제 (My),诸 (everything)
1918,4817,제,제,my,False,跻,True,跻,195,['제'],['跻'],"('제', '跻')",제 (My),跻 (break)
1920,4819,제,제,my,False,蹄,True,蹄,195,['제'],['蹄'],"('제', '蹄')",제 (My),蹄 (hoof)
1922,4821,제,제,my,False,躋,True,躋,195,['제'],['躋'],"('제', '躋')",제 (My),躋 (break)
1923,4822,제,제,my,False,醍,True,醍,195,['제'],['醍'],"('제', '醍')",제 (My),醍 (go to one's mouth)
1924,4823,제,제,my,False,銻,True,銻,195,['제'],['銻'],"('제', '銻')",제 (My),銻 (antimony)
1927,4826,제,제,my,False,锑,True,锑,195,['제'],['锑'],"('제', '锑')",제 (My),锑 (antimony)
1928,4827,제,제,my,False,际,True,际,195,['제'],['际'],"('제', '际')",제 (My),际 (brink)
1929,4828,제,제,my,False,除,True,除,195,['제'],['除'],"('제', '除')",제 (My),除 (eliminate)
1931,4830,제,제,my,False,際,True,際,195,['제'],['際'],"('제', '際')",제 (My),際 (brink)
1933,4832,제,제,my,False,霁,True,霁,195,['제'],['霁'],"('제', '霁')",제 (My),霁 (bright)
1934,4833,제,제,my,False,霽,True,霽,195,['제'],['霽'],"('제', '霽')",제 (My),霽 (bright)
1937,4836,제,제,my,False,題,True,題,195,['제'],['題'],"('제', '題')",제 (My),題 (title)
1938,4837,제,제,my,False,题,True,题,195,['제'],['题'],"('제', '题')",제 (My),题 (title)
1944,4843,제,제,my,False,鯷,True,鯷,195,['제'],['鯷'],"('제', '鯷')",제 (My),鯷 (an anchovy)
1946,4845,제,제,my,False,鱭,True,鱭,195,['제'],['鱭'],"('제', '鱭')",제 (My),鱭 (brood)
1947,4846,제,제,my,False,鲚,True,鲚,195,['제'],['鲚'],"('제', '鲚')",제 (My),鲚 (brood)
1948,4847,제,제,my,False,鳀,True,鳀,195,['제'],['鳀'],"('제', '鳀')",제 (My),鳀 (an anchovy)
1950,4849,제,제,my,False,鵜,True,鵜,195,['제'],['鵜'],"('제', '鵜')",제 (My),鵜 (pellet)
1953,4852,제,제,my,False,鹈,True,鹈,195,['제'],['鹈'],"('제', '鹈')",제 (My),鹈 (pellet)
1955,4854,제,제,my,False,齊,True,齊,195,['제'],['齊'],"('제', '齊')",제 (My),齊 (all)
1957,4856,제,제,my,False,齏,True,齏,195,['제'],['齏'],"('제', '齏')",제 (My),齏 (break)
1958,4857,제,제,my,False,齐,True,齐,195,['제'],['齐'],"('제', '齐')",제 (My),齐 (all)
1959,4858,제,제,my,False,齑,True,齑,195,['제'],['齑'],"('제', '齑')",제 (My),齑 (break)
2017,3244,오,오,five,False,乌,True,乌,174,['오'],['乌'],"('오', '乌')",오 (Ooh.),乌 (black)
2018,3245,오,오,five,False,五,True,五,174,['오'],['五'],"('오', '五')",오 (Ooh.),五 (fives)
2020,3247,오,오,five,False,伍,True,伍,174,['오'],['伍'],"('오', '伍')",오 (Ooh.),伍 (group)
2021,3248,오,오,five,False,俉,True,俉,174,['오'],['俉'],"('오', '俉')",오 (Ooh.),俉 (high)
2022,3249,오,오,five,False,俣,True,俣,174,['오'],['俣'],"('오', '俣')",오 (Ooh.),俣 (one's first)
2023,3250,오,오,five,False,傲,True,傲,174,['오'],['傲'],"('오', '傲')",오 (Ooh.),傲 (boastful)
2024,3251,오,오,five,False,午,True,午,174,['오'],['午'],"('오', '午')",오 (Ooh.),午 (afternoon)
2026,3253,오,오,five,False,吳,True,吳,174,['오'],['吳'],"('오', '吳')",오 (Ooh.),吳 (Oh!)
2027,3254,오,오,five,False,吴,True,吴,174,['오'],['吴'],"('오', '吴')",오 (Ooh.),吴 (Oh!)
2028,3255,오,오,five,False,吾,True,吾,174,['오'],['吾'],"('오', '吾')",오 (Ooh.),吾 (my)
2030,3257,오,오,five,False,呜,True,呜,174,['오'],['呜'],"('오', '呜')",오 (Ooh.),呜 (whine)
2031,3258,오,오,five,False,唔,True,唔,174,['오'],['唔'],"('오', '唔')",오 (Ooh.),"唔 (Yes, sir.)"
2033,3260,오,오,five,False,嗚,True,嗚,174,['오'],['嗚'],"('오', '嗚')",오 (Ooh.),嗚 (whine)
2034,3261,오,오,five,False,嗷,True,嗷,174,['오'],['嗷'],"('오', '嗷')",오 (Ooh.),嗷 (whine)
2036,3263,오,오,five,False,噁,True,噁,174,['오'],['噁'],"('오', '噁')",오 (Ooh.),噁 (evil)
2037,3264,오,오,five,False,噢,True,噢,174,['오'],['噢'],"('오', '噢')",오 (Ooh.),"噢 (Oh, my God.)"
2039,3266,오,오,five,False,圬,True,圬,174,['오'],['圬'],"('오', '圬')",오 (Ooh.),圬 (masonry)
2040,3267,오,오,five,False,坞,True,坞,174,['오'],['坞'],"('오', '坞')",오 (Ooh.),坞 (dock)
2041,3268,오,오,five,False,埡,True,埡,174,['오'],['埡'],"('오', '埡')",오 (Ooh.),埡 (a mountain pass)
2042,3269,오,오,five,False,塢,True,塢,174,['오'],['塢'],"('오', '塢')",오 (Ooh.),塢 (dock)
2045,3272,오,오,five,False,奥,True,奥,174,['오'],['奥'],"('오', '奥')",오 (Ooh.),奥 (a long time ago)
2046,3273,오,오,five,False,奧,True,奧,174,['오'],['奧'],"('오', '奧')",오 (Ooh.),奧 (a long time ago)
2047,3274,오,오,five,False,娛,True,娛,174,['오'],['娛'],"('오', '娛')",오 (Ooh.),娛 (entertain)
2050,3277,오,오,five,False,娱,True,娱,174,['오'],['娱'],"('오', '娱')",오 (Ooh.),娱 (entertain)
2051,3278,오,오,five,False,媪,True,媪,174,['오'],['媪'],"('오', '媪')",오 (Ooh.),媪 (old woman)
2053,3280,오,오,five,False,寤,True,寤,174,['오'],['寤'],"('오', '寤')",오 (Ooh.),寤 (watch)
2056,3283,오,오,five,False,嶅,True,嶅,174,['오'],['嶅'],"('오', '嶅')",오 (Ooh.),嶅 (How is it?)
2061,3288,오,오,five,False,忤,True,忤,174,['오'],['忤'],"('오', '忤')",오 (Ooh.),忤 (disrespect)
2063,3290,오,오,five,False,悟,True,悟,174,['오'],['悟'],"('오', '悟')",오 (Ooh.),悟 (comprehend)
2066,3293,오,오,five,False,懊,True,懊,174,['오'],['懊'],"('오', '懊')",오 (Ooh.),懊 (chagrantly)
2068,3295,오,오,five,False,捂,True,捂,174,['오'],['捂'],"('오', '捂')",오 (Ooh.),捂 (block)
2072,3299,오,오,five,False,敖,True,敖,174,['오'],['敖'],"('오', '敖')",오 (Ooh.),敖 (still)
2074,3301,오,오,five,False,晤,True,晤,174,['오'],['晤'],"('오', '晤')",오 (Ooh.),晤 (meet)
2076,3303,오,오,five,False,梧,True,梧,174,['오'],['梧'],"('오', '梧')",오 (Ooh.),"梧 (Oh,)"
2078,3305,오,오,five,False,汙,True,汙,174,['오'],['汙'],"('오', '汙')",오 (Ooh.),汙 (dirt)
2079,3306,오,오,five,False,汚,True,汚,174,['오'],['汚'],"('오', '汚')",오 (Ooh.),汚 (contamination)
2080,3307,오,오,five,False,污,True,污,174,['오'],['污'],"('오', '污')",오 (Ooh.),污 (dirt)
2084,3311,오,오,five,False,浯,True,浯,174,['오'],['浯'],"('오', '浯')",오 (Ooh.),浯 (angle)
2088,3315,오,오,five,False,澳,True,澳,174,['오'],['澳'],"('오', '澳')",오 (Ooh.),澳 (Australia)
2089,3316,오,오,five,False,烏,True,烏,174,['오'],['烏'],"('오', '烏')",오 (Ooh.),烏 (black)
2090,3317,오,오,five,False,焐,True,焐,174,['오'],['焐'],"('오', '焐')",오 (Ooh.),焐 (warm)
2092,3319,오,오,five,False,熬,True,熬,174,['오'],['熬'],"('오', '熬')",오 (Ooh.),熬 (bear)
2094,3321,오,오,five,False,牾,True,牾,174,['오'],['牾'],"('오', '牾')",오 (Ooh.),牾 (catch)
2095,3322,오,오,five,False,獒,True,獒,174,['오'],['獒'],"('오', '獒')",오 (Ooh.),獒 (mastiff)
2101,3328,오,오,five,False,痦,True,痦,174,['오'],['痦'],"('오', '痦')",오 (Ooh.),痦 (wake up)
2108,3335,오,오,five,False,聱,True,聱,174,['오'],['聱'],"('오', '聱')",오 (Ooh.),聱 (long)
2109,3336,오,오,five,False,肟,True,肟,174,['오'],['肟'],"('오', '肟')",오 (Ooh.),肟 (oxime)
2114,3341,오,오,five,False,蜈,True,蜈,174,['오'],['蜈'],"('오', '蜈')",오 (Ooh.),蜈 (centigrade)
2116,3343,오,오,five,False,螯,True,螯,174,['오'],['螯'],"('오', '螯')",오 (Ooh.),螯 (pinclination)
2117,3344,오,오,five,False,袄,True,袄,174,['오'],['袄'],"('오', '袄')",오 (Ooh.),袄 (coat)
2118,3345,오,오,five,False,襖,True,襖,174,['오'],['襖'],"('오', '襖')",오 (Ooh.),襖 (coat)
2119,3346,오,오,five,False,誤,True,誤,174,['오'],['誤'],"('오', '誤')",오 (Ooh.),誤 (make a mistake)
2122,3349,오,오,five,False,误,True,误,174,['오'],['误'],"('오', '误')",오 (Ooh.),误 (make a mistake)
2125,3352,오,오,five,False,迕,True,迕,174,['오'],['迕'],"('오', '迕')",오 (Ooh.),迕 (break)
2127,3354,오,오,five,False,遨,True,遨,174,['오'],['遨'],"('오', '遨')",오 (Ooh.),遨 (fly)
2130,3357,오,오,five,False,鄔,True,鄔,174,['오'],['鄔'],"('오', '鄔')",오 (Ooh.),"鄔 (Oh, my God!)"
2132,3359,오,오,five,False,鎢,True,鎢,174,['오'],['鎢'],"('오', '鎢')",오 (Ooh.),鎢 (tungsten)
2133,3360,오,오,five,False,鏊,True,鏊,174,['오'],['鏊'],"('오', '鏊')",오 (Ooh.),鏊 (flat)
2135,3362,오,오,five,False,鏖,True,鏖,174,['오'],['鏖'],"('오', '鏖')",오 (Ooh.),鏖 (heavy)
2136,3363,오,오,five,False,鐭,True,鐭,174,['오'],['鐭'],"('오', '鐭')",오 (Ooh.),鐭 (You're right?)
2137,3364,오,오,five,False,钨,True,钨,174,['오'],['钨'],"('오', '钨')",오 (Ooh.),钨 (tungsten)
2142,3369,오,오,five,False,驁,True,驁,174,['오'],['驁'],"('오', '驁')",오 (Ooh.),驁 (wild)
2143,3370,오,오,five,False,骜,True,骜,174,['오'],['骜'],"('오', '骜')",오 (Ooh.),骜 (wild)
2145,3372,오,오,five,False,鰲,True,鰲,174,['오'],['鰲'],"('오', '鰲')",오 (Ooh.),鰲 (a long)
2146,3373,오,오,five,False,鳌,True,鳌,174,['오'],['鳌'],"('오', '鳌')",오 (Ooh.),鳌 (a long)
2150,3377,오,오,five,False,鼯,True,鼯,174,['오'],['鼯'],"('오', '鼯')",오 (Ooh.),鼯 (glider)
2190,5944,형,형,elder brother from a male perspective,False,亨,True,亨,148,['형'],['亨'],"('형', '亨')",형 (Brother),亨 (prosperity)
2192,5946,형,형,elder brother from a male perspective,False,兄,True,兄,148,['형'],['兄'],"('형', '兄')",형 (Brother),兄 (elder brother)
2193,5947,형,형,elder brother from a male perspective,False,刑,True,刑,148,['형'],['刑'],"('형', '刑')",형 (Brother),刑 (punishment)
2194,5948,형,형,elder brother from a male perspective,False,哼,True,哼,148,['형'],['哼'],"('형', '哼')",형 (Brother),哼 (hmmmmmmmmmmm)
2196,5950,형,형,elder brother from a male perspective,False,型,True,型,148,['형'],['型'],"('형', '型')",형 (Brother),型 (shape)
2200,5954,형,형,elder brother from a male perspective,False,形,True,形,148,['형'],['形'],"('형', '形')",형 (Brother),形 (shape)
2202,5956,형,형,elder brother from a male perspective,False,擤,True,擤,148,['형'],['擤'],"('형', '擤')",형 (Brother),擤 (blow)
2207,5961,형,형,elder brother from a male perspective,False,滎,True,滎,148,['형'],['滎'],"('형', '滎')",형 (Brother),滎 (the Xing dynasty)
2208,5962,형,형,elder brother from a male perspective,False,滢,True,滢,148,['형'],['滢'],"('형', '滢')",형 (Brother),滢 (clear)
2210,5964,형,형,elder brother from a male perspective,False,瀅,True,瀅,148,['형'],['瀅'],"('형', '瀅')",형 (Brother),瀅 (clear)
2213,5967,형,형,elder brother from a male perspective,False,炯,True,炯,148,['형'],['炯'],"('형', '炯')",형 (Brother),炯 (burn)
2214,5968,형,형,elder brother from a male perspective,False,熒,True,熒,148,['형'],['熒'],"('형', '熒')",형 (Brother),熒 (glimmer)
2215,5969,형,형,elder brother from a male perspective,False,珩,True,珩,148,['형'],['珩'],"('형', '珩')",형 (Brother),珩 (honing)
2216,5970,형,형,elder brother from a male perspective,False,瑩,True,瑩,148,['형'],['瑩'],"('형', '瑩')",형 (Brother),瑩 ((Anna))
2217,5971,형,형,elder brother from a male perspective,False,硎,True,硎,148,['형'],['硎'],"('형', '硎')",형 (Brother),硎 (have a person's eye)
2218,5972,형,형,elder brother from a male perspective,False,脝,True,脝,148,['형'],['脝'],"('형', '脝')",형 (Brother),脝 (rough)
2219,5973,형,형,elder brother from a male perspective,False,荆,True,荆,148,['형'],['荆'],"('형', '荆')",형 (Brother),荆 (thorns)
2220,5974,형,형,elder brother from a male perspective,False,荊,True,荊,148,['형'],['荊'],"('형', '荊')",형 (Brother),荊 (thorns)
2221,5975,형,형,elder brother from a male perspective,False,荥,True,荥,148,['형'],['荥'],"('형', '荥')",형 (Brother),荥 (the Xing dynasty)
2222,5976,형,형,elder brother from a male perspective,False,荧,True,荧,148,['형'],['荧'],"('형', '荧')",형 (Brother),荧 (glimmer)
2223,5977,형,형,elder brother from a male perspective,False,萤,True,萤,148,['형'],['萤'],"('형', '萤')",형 (Brother),萤 (firefly)
2224,5978,형,형,elder brother from a male perspective,False,蓥,True,蓥,148,['형'],['蓥'],"('형', '蓥')",형 (Brother),蓥 (think back)
2226,5980,형,형,elder brother from a male perspective,False,蘅,True,蘅,148,['형'],['蘅'],"('형', '蘅')",형 (Brother),蘅 (collapse)
2229,5983,형,형,elder brother from a male perspective,False,螢,True,螢,148,['형'],['螢'],"('형', '螢')",형 (Brother),螢 (firefly)
2230,5984,형,형,elder brother from a male perspective,False,衡,True,衡,148,['형'],['衡'],"('형', '衡')",형 (Brother),衡 (weigh)
2231,5985,형,형,elder brother from a male perspective,False,褮,True,褮,148,['형'],['褮'],"('형', '褮')",형 (Brother),褮 (the first floor of the year)
2235,5989,형,형,elder brother from a male perspective,False,迥,True,迥,148,['형'],['迥'],"('형', '迥')",형 (Brother),迥 (completely)
2237,5991,형,형,elder brother from a male perspective,False,邢,True,邢,148,['형'],['邢'],"('형', '邢')",형 (Brother),邢 (a man of distinction)
2241,5995,형,형,elder brother from a male perspective,False,鎣,True,鎣,148,['형'],['鎣'],"('형', '鎣')",형 (Brother),鎣 (think back)
2243,5997,형,형,elder brother from a male perspective,False,陉,True,陉,148,['형'],['陉'],"('형', '陉')",형 (Brother),陉 (a steep hill)
2244,5998,형,형,elder brother from a male perspective,False,陘,True,陘,148,['형'],['陘'],"('형', '陘')",형 (Brother),陘 (a steep hill)
2245,5999,형,형,elder brother from a male perspective,False,馨,True,馨,148,['형'],['馨'],"('형', '馨')",형 (Brother),馨 (sweet)
2264,6018,형,형,older brother,False,亨,True,亨,148,['형'],['亨'],"('형', '亨')",형 (Brother),亨 (prosperity)
2266,6020,형,형,older brother,False,兄,True,兄,148,['형'],['兄'],"('형', '兄')",형 (Brother),兄 (elder brother)
2267,6021,형,형,older brother,False,刑,True,刑,148,['형'],['刑'],"('형', '刑')",형 (Brother),刑 (punishment)
2268,6022,형,형,older brother,False,哼,True,哼,148,['형'],['哼'],"('형', '哼')",형 (Brother),哼 (hmmmmmmmmmmm)
2270,6024,형,형,older brother,False,型,True,型,148,['형'],['型'],"('형', '型')",형 (Brother),型 (shape)
2274,6028,형,형,older brother,False,形,True,形,148,['형'],['形'],"('형', '形')",형 (Brother),形 (shape)
2276,6030,형,형,older brother,False,擤,True,擤,148,['형'],['擤'],"('형', '擤')",형 (Brother),擤 (blow)
2281,6035,형,형,older brother,False,滎,True,滎,148,['형'],['滎'],"('형', '滎')",형 (Brother),滎 (the Xing dynasty)
2282,6036,형,형,older brother,False,滢,True,滢,148,['형'],['滢'],"('형', '滢')",형 (Brother),滢 (clear)
2284,6038,형,형,older brother,False,瀅,True,瀅,148,['형'],['瀅'],"('형', '瀅')",형 (Brother),瀅 (clear)
2287,6041,형,형,older brother,False,炯,True,炯,148,['형'],['炯'],"('형', '炯')",형 (Brother),炯 (burn)
2288,6042,형,형,older brother,False,熒,True,熒,148,['형'],['熒'],"('형', '熒')",형 (Brother),熒 (glimmer)
2289,6043,형,형,older brother,False,珩,True,珩,148,['형'],['珩'],"('형', '珩')",형 (Brother),珩 (honing)
2290,6044,형,형,older brother,False,瑩,True,瑩,148,['형'],['瑩'],"('형', '瑩')",형 (Brother),瑩 ((Anna))
2291,6045,형,형,older brother,False,硎,True,硎,148,['형'],['硎'],"('형', '硎')",형 (Brother),硎 (have a person's eye)
2292,6046,형,형,older brother,False,脝,True,脝,148,['형'],['脝'],"('형', '脝')",형 (Brother),脝 (rough)
2293,6047,형,형,older brother,False,荆,True,荆,148,['형'],['荆'],"('형', '荆')",형 (Brother),荆 (thorns)
2294,6048,형,형,older brother,False,荊,True,荊,148,['형'],['荊'],"('형', '荊')",형 (Brother),荊 (thorns)
2295,6049,형,형,older brother,False,荥,True,荥,148,['형'],['荥'],"('형', '荥')",형 (Brother),荥 (the Xing dynasty)
2296,6050,형,형,older brother,False,荧,True,荧,148,['형'],['荧'],"('형', '荧')",형 (Brother),荧 (glimmer)
2297,6051,형,형,older brother,False,萤,True,萤,148,['형'],['萤'],"('형', '萤')",형 (Brother),萤 (firefly)
2298,6052,형,형,older brother,False,蓥,True,蓥,148,['형'],['蓥'],"('형', '蓥')",형 (Brother),蓥 (think back)
2300,6054,형,형,older brother,False,蘅,True,蘅,148,['형'],['蘅'],"('형', '蘅')",형 (Brother),蘅 (collapse)
2303,6057,형,형,older brother,False,螢,True,螢,148,['형'],['螢'],"('형', '螢')",형 (Brother),螢 (firefly)
2304,6058,형,형,older brother,False,衡,True,衡,148,['형'],['衡'],"('형', '衡')",형 (Brother),衡 (weigh)
2305,6059,형,형,older brother,False,褮,True,褮,148,['형'],['褮'],"('형', '褮')",형 (Brother),褮 (the first floor of the year)
2309,6063,형,형,older brother,False,迥,True,迥,148,['형'],['迥'],"('형', '迥')",형 (Brother),迥 (completely)
2311,6065,형,형,older brother,False,邢,True,邢,148,['형'],['邢'],"('형', '邢')",형 (Brother),邢 (a man of distinction)
2315,6069,형,형,older brother,False,鎣,True,鎣,148,['형'],['鎣'],"('형', '鎣')",형 (Brother),鎣 (think back)
2317,6071,형,형,older brother,False,陉,True,陉,148,['형'],['陉'],"('형', '陉')",형 (Brother),陉 (a steep hill)
2318,6072,형,형,older brother,False,陘,True,陘,148,['형'],['陘'],"('형', '陘')",형 (Brother),陘 (a steep hill)
2319,6073,형,형,older brother,False,馨,True,馨,148,['형'],['馨'],"('형', '馨')",형 (Brother),馨 (sweet)
2338,3628,위,위,above / on,False,为,True,为,148,['위'],['为'],"('위', '为')",위 (Above),为 (for)
2339,3629,위,위,above / on,False,伟,True,伟,148,['위'],['伟'],"('위', '伟')",위 (Above),伟 (great)
2340,3630,위,위,above / on,False,伪,True,伪,148,['위'],['伪'],"('위', '伪')",위 (Above),伪 (sham)
2341,3631,위,위,above / on,False,位,True,位,148,['위'],['位'],"('위', '位')",위 (Above),位 (bit)
2342,3632,위,위,above / on,False,偉,True,偉,148,['위'],['偉'],"('위', '偉')",위 (Above),偉 (great)
2343,3633,위,위,above / on,False,偽,True,偽,148,['위'],['偽'],"('위', '偽')",위 (Above),偽 (sham)
2344,3634,위,위,above / on,False,僞,True,僞,148,['위'],['僞'],"('위', '僞')",위 (Above),僞 (sham)
2346,3636,위,위,above / on,False,卫,True,卫,148,['위'],['卫'],"('위', '卫')",위 (Above),卫 (defend)
2347,3637,위,위,above / on,False,危,True,危,148,['위'],['危'],"('위', '危')",위 (Above),危 (be in danger)
2349,3639,위,위,above / on,False,喂,True,喂,148,['위'],['喂'],"('위', '喂')",위 (Above),喂 (Hello?)
2350,3640,위,위,above / on,False,喟,True,喟,148,['위'],['喟'],"('위', '喟')",위 (Above),喟 (sigh)
2356,3646,위,위,above / on,False,围,True,围,148,['위'],['围'],"('위', '围')",위 (Above),围 (enclose)
2357,3647,위,위,above / on,False,圍,True,圍,148,['위'],['圍'],"('위', '圍')",위 (Above),圍 (enclose)
2359,3649,위,위,above / on,False,委,True,委,148,['위'],['委'],"('위', '委')",위 (Above),委 (delegate)
