,hangul_word,hangeul_english_translation,does_end_in_hada,hangul_word_wo_hada,hanja_word,hanja_exists,Unnamed: 0,hanja_english_translation
186,방,room with a bed,False,방,邦,True,3432.0,state
186,방,room with a bed,False,방,邫,True,,
186,방,room with a bed,False,방,鈁,True,1777.0,French
186,방,room with a bed,False,방,錺,True,,
186,방,room with a bed,False,방,鎊,True,4744.0,pound
186,방,room with a bed,False,방,钫,True,3878.0,French
186,방,room with a bed,False,방,镑,True,1901.0,pound
186,방,room with a bed,False,방,防,True,1371.0,defend
186,방,room with a bed,False,방,雱,True,,
186,방,room with a bed,False,방,霶,True,,
186,방,room with a bed,False,방,鞤,True,,
186,방,room with a bed,False,방,駹,True,,
186,방,room with a bed,False,방,髈,True,,
186,방,room with a bed,False,방,髣,True,,
186,방,room with a bed,False,방,魴,True,3655.0,yellowtail
186,방,room with a bed,False,방,鰟,True,,
186,방,room with a bed,False,방,鲂,True,2845.0,yellowtail
186,방,room with a bed,False,방,鳑,True,,
186,방,room with a bed,False,방,鴋,True,,
186,방,room with a bed,False,방,鶭,True,,
186,방,room with a bed,False,방,龐,True,2403.0,bulky
186,방,room with a bed,False,방,㑂,True,,
186,방,room with a bed,False,방,㕩,True,,
186,방,room with a bed,False,방,㕫,True,,
186,방,room with a bed,False,방,㝑,True,,
186,방,room with a bed,False,방,㤃,True,,
186,방,room with a bed,False,방,㤶,True,,
186,방,room with a bed,False,방,㥬,True,,
186,방,room with a bed,False,방,㧍,True,,
186,방,room with a bed,False,방,㨍,True,,
186,방,room with a bed,False,방,㫄,True,,
186,방,room with a bed,False,방,㭋,True,,
186,방,room with a bed,False,방,㭶,True,,
186,방,room with a bed,False,방,㮄,True,,
186,방,room with a bed,False,방,㿶,True,,
186,방,room with a bed,False,방,䂜,True,,
186,방,room with a bed,False,방,䄱,True,,
186,방,room with a bed,False,방,䅭,True,,
186,방,room with a bed,False,방,䏺,True,,
186,방,room with a bed,False,방,䏾,True,,
186,방,room with a bed,False,방,䒍,True,,
186,방,room with a bed,False,방,䖫,True,,
186,방,room with a bed,False,방,䠙,True,,
186,방,room with a bed,False,방,䢍,True,,
186,방,room with a bed,False,방,䢶,True,,
186,방,room with a bed,False,방,䦁,True,,
186,방,room with a bed,False,방,䧛,True,,
186,방,room with a bed,False,방,䨦,True,,
186,방,room with a bed,False,방,䩷,True,,
186,방,room with a bed,False,방,䰷,True,,
186,방,room with a bed,False,방,䲱,True,,
187,방콕,Bangkok,False,방콕,,False,,
188,방학,school holidays,False,방학,放學,True,50.0,leave school
189,배,"abdomen, stomach | ship/boat",False,배,伓,True,,
189,배,"abdomen, stomach | ship/boat",False,배,俖,True,,
189,배,"abdomen, stomach | ship/boat",False,배,俳,True,481.0,a haiku; a haiku.
189,배,"abdomen, stomach | ship/boat",False,배,倍,True,676.0,double
189,배,"abdomen, stomach | ship/boat",False,배,偝,True,,
189,배,"abdomen, stomach | ship/boat",False,배,啡,True,4614.0,coffee
189,배,"abdomen, stomach | ship/boat",False,배,坏,True,3374.0,bad
189,배,"abdomen, stomach | ship/boat",False,배,坯,True,2543.0,blank
189,배,"abdomen, stomach | ship/boat",False,배,培,True,2115.0,cultivate
189,배,"abdomen, stomach | ship/boat",False,배,妚,True,,
189,배,"abdomen, stomach | ship/boat",False,배,嶏,True,,
189,배,"abdomen, stomach | ship/boat",False,배,徘,True,4520.0,hover
189,배,"abdomen, stomach | ship/boat",False,배,扒,True,3029.0,pick
189,배,"abdomen, stomach | ship/boat",False,배,拜,True,2063.0,worship
189,배,"abdomen, stomach | ship/boat",False,배,拝,True,,
189,배,"abdomen, stomach | ship/boat",False,배,排,True,898.0,line up
189,배,"abdomen, stomach | ship/boat",False,배,掰,True,2350.0,break
189,배,"abdomen, stomach | ship/boat",False,배,揹,True,995.0,carry
189,배,"abdomen, stomach | ship/boat",False,배,杯,True,2815.0,cup
189,배,"abdomen, stomach | ship/boat",False,배,柸,True,,
189,배,"abdomen, stomach | ship/boat",False,배,桮,True,,
189,배,"abdomen, stomach | ship/boat",False,배,毰,True,,
189,배,"abdomen, stomach | ship/boat",False,배,湃,True,3135.0,beat
189,배,"abdomen, stomach | ship/boat",False,배,炋,True,,
189,배,"abdomen, stomach | ship/boat",False,배,焙,True,988.0,bake
189,배,"abdomen, stomach | ship/boat",False,배,猅,True,,
189,배,"abdomen, stomach | ship/boat",False,배,环,True,2905.0,loop
189,배,"abdomen, stomach | ship/boat",False,배,琣,True,,
189,배,"abdomen, stomach | ship/boat",False,배,琲,True,,
189,배,"abdomen, stomach | ship/boat",False,배,盃,True,390.0,cup
189,배,"abdomen, stomach | ship/boat",False,배,碚,True,4023.0,be rough
189,배,"abdomen, stomach | ship/boat",False,배,禙,True,,
189,배,"abdomen, stomach | ship/boat",False,배,肧,True,,
189,배,"abdomen, stomach | ship/boat",False,배,背,True,4656.0,carry
189,배,"abdomen, stomach | ship/boat",False,배,胚,True,1005.0,embryo
189,배,"abdomen, stomach | ship/boat",False,배,荖,True,1659.0,bet
189,배,"abdomen, stomach | ship/boat",False,배,蓓,True,1320.0,bud
189,배,"abdomen, stomach | ship/boat",False,배,蓜,True,,
189,배,"abdomen, stomach | ship/boat",False,배,衃,True,,
189,배,"abdomen, stomach | ship/boat",False,배,裴,True,1456.0,bowl
189,배,"abdomen, stomach | ship/boat",False,배,裵,True,,
189,배,"abdomen, stomach | ship/boat",False,배,褙,True,2047.0,mount
189,배,"abdomen, stomach | ship/boat",False,배,賠,True,3687.0,make amply
189,배,"abdomen, stomach | ship/boat",False,배,赔,True,751.0,make amply
189,배,"abdomen, stomach | ship/boat",False,배,軰,True,,
189,배,"abdomen, stomach | ship/boat",False,배,輩,True,2644.0,generation
189,배,"abdomen, stomach | ship/boat",False,배,輫,True,,
189,배,"abdomen, stomach | ship/boat",False,배,辈,True,411.0,generation
189,배,"abdomen, stomach | ship/boat",False,배,配,True,3899.0,match
189,배,"abdomen, stomach | ship/boat",False,배,醅,True,4389.0,fermented grains
189,배,"abdomen, stomach | ship/boat",False,배,阫,True,,
189,배,"abdomen, stomach | ship/boat",False,배,陪,True,3009.0,accompany
189,배,"abdomen, stomach | ship/boat",False,배,韛,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㔨,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㗑,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㚰,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㟝,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㠔,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㤳,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㮎,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㯁,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㰆,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㶔,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㶨,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㶪,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㻗,True,,
189,배,"abdomen, stomach | ship/boat",False,배,㾦,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䋔,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䋳,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䒔,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䔒,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䣙,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䪹,True,,
189,배,"abdomen, stomach | ship/boat",False,배,䫊,True,,
190,배고프다,hungry,False,배고프다,,False,,
191,배우다,to learn,False,배우다,,False,,
192,백,hundred,False,백,伯,True,290.0,uncle
192,백,hundred,False,백,佰,True,3050.0,hundred
192,백,hundred,False,백,兡,True,,
192,백,hundred,False,백,岶,True,,
192,백,hundred,False,백,帛,True,888.0,silk
192,백,hundred,False,백,柏,True,2724.0,cypress
192,백,hundred,False,백,栢,True,1432.0,light
192,백,hundred,False,백,洦,True,,
192,백,hundred,False,백,湐,True,,
192,백,hundred,False,백,瓸,True,,
192,백,hundred,False,백,白,True,2525.0,white
192,백,hundred,False,백,百,True,77.0,hundred
192,백,hundred,False,백,竡,True,,
192,백,hundred,False,백,粨,True,,
192,백,hundred,False,백,絔,True,,
192,백,hundred,False,백,苩,True,,
192,백,hundred,False,백,銆,True,241.0,the whole world
192,백,hundred,False,백,魄,True,2792.0,spirit
192,백,hundred,False,백,鮊,True,,
192,백,hundred,False,백,鲌,True,,
192,백,hundred,False,백,㓦,True,,
192,백,hundred,False,백,㡍,True,,
192,백,hundred,False,백,㼟,True,,
192,백,hundred,False,백,㼣,True,,
192,백,hundred,False,백,㿟,True,,
192,백,hundred,False,백,䞟,True,,
192,백,hundred,False,백,䳆,True,,
193,백화점,department store,False,백화점,百貨店,True,429.0,department store
194,버스,bus,False,버스,,False,,
195,번,counting unit after number,False,번,僠,True,,
195,번,counting unit after number,False,번,勫,True,1263.0,background
195,번,counting unit after number,False,번,噃,True,,
195,번,counting unit after number,False,번,墦,True,,
195,번,counting unit after number,False,번,奿,True,,
195,번,counting unit after number,False,번,嬏,True,,
195,번,counting unit after number,False,번,幡,True,2254.0,flag
195,번,counting unit after number,False,번,旙,True,,
195,번,counting unit after number,False,번,旛,True,,
195,번,counting unit after number,False,번,棥,True,,
195,번,counting unit after number,False,번,樊,True,3156.0,fence
195,번,counting unit after number,False,번,橎,True,,
195,번,counting unit after number,False,번,瀪,True,,
195,번,counting unit after number,False,번,瀿,True,,
195,번,counting unit after number,False,번,烦,True,2635.0,bother one's head
195,번,counting unit after number,False,번,煩,True,3531.0,bother one's head
195,번,counting unit after number,False,번,燔,True,510.0,burn
195,번,counting unit after number,False,번,璠,True,,
195,번,counting unit after number,False,번,畨,True,,
195,번,counting unit after number,False,번,番,True,386.0,several times
195,번,counting unit after number,False,번,笲,True,,
195,번,counting unit after number,False,번,籓,True,2382.0,fan.
195,번,counting unit after number,False,번,緐,True,,
195,번,counting unit after number,False,번,繁,True,3141.0,numerous
195,번,counting unit after number,False,번,繙,True,,
195,번,counting unit after number,False,번,羳,True,,
195,번,counting unit after number,False,번,翻,True,1351.0,turn over
195,번,counting unit after number,False,번,膰,True,,
195,번,counting unit after number,False,번,蕃,True,596.0,wild
195,번,counting unit after number,False,번,薠,True,,
195,번,counting unit after number,False,번,藩,True,3914.0,ensign
195,번,counting unit after number,False,번,蘩,True,221.0,have a purpose
195,번,counting unit after number,False,번,蠜,True,,
195,번,counting unit after number,False,번,袢,True,2474.0,loop
195,번,counting unit after number,False,번,襎,True,,
195,번,counting unit after number,False,번,蹯,True,959.0,weave
195,번,counting unit after number,False,번,轓,True,,
195,번,counting unit after number,False,번,鐇,True,,
195,번,counting unit after number,False,번,鑁,True,,
195,번,counting unit after number,False,번,飜,True,,
195,번,counting unit after number,False,번,鱕,True,,
195,번,counting unit after number,False,번,鷭,True,,
195,번,counting unit after number,False,번,㸋,True,,
195,번,counting unit after number,False,번,㺕,True,,
195,번,counting unit after number,False,번,䉒,True,,
195,번,counting unit after number,False,번,䋣,True,,
195,번,counting unit after number,False,번,䋦,True,,
195,번,counting unit after number,False,번,䌓,True,,
195,번,counting unit after number,False,번,䕰,True,,
195,번,counting unit after number,False,번,䪛,True,,
195,번,counting unit after number,False,번,䪤,True,,
195,번,counting unit after number,False,번,䫶,True,,
195,번,counting unit after number,False,번,䮳,True,,
196,벌써,already,False,벌써,,False,,
197,벗다,to take off,False,벗다,,False,,
198,베이징,Beijing,False,베이징,,False,,
199,베트남,Vietnam,False,베트남,,False,,
200,별로,"not really, not particularly",False,별로,,False,,
201,병,counting unit for bottles,False,병,丙,True,,
201,병,counting unit for bottles,False,병,並,True,103.0,together
201,병,counting unit for bottles,False,병,乒,True,4034.0,slap
201,병,counting unit for bottles,False,병,併,True,4073.0,together
201,병,counting unit for bottles,False,병,倂,True,,
201,병,counting unit for bottles,False,병,偋,True,,
201,병,counting unit for bottles,False,병,傡,True,,
201,병,counting unit for bottles,False,병,兵,True,4100.0,a military service
201,병,counting unit for bottles,False,병,垪,True,,
201,병,counting unit for bottles,False,병,塀,True,,
201,병,counting unit for bottles,False,병,寎,True,,
201,병,counting unit for bottles,False,병,屏,True,4749.0,screen
201,병,counting unit for bottles,False,병,屛,True,,
201,병,counting unit for bottles,False,병,帡,True,,
201,병,counting unit for bottles,False,병,帲,True,,
201,병,counting unit for bottles,False,병,幈,True,,
201,병,counting unit for bottles,False,병,并,True,1059.0,together
201,병,counting unit for bottles,False,병,幷,True,3336.0,all
201,병,counting unit for bottles,False,병,庰,True,,
201,병,counting unit for bottles,False,병,怲,True,,
201,병,counting unit for bottles,False,병,恲,True,,
201,병,counting unit for bottles,False,병,抦,True,,
201,병,counting unit for bottles,False,병,捠,True,,
201,병,counting unit for bottles,False,병,摒,True,4285.0,banish
201,병,counting unit for bottles,False,병,昞,True,,
201,병,counting unit for bottles,False,병,昺,True,,
201,병,counting unit for bottles,False,병,柄,True,1262.0,handle
201,병,counting unit for bottles,False,병,栟,True,,
201,병,counting unit for bottles,False,병,棅,True,,
201,병,counting unit for bottles,False,병,椪,True,121.0,come to the surface
201,병,counting unit for bottles,False,병,氞,True,,
201,병,counting unit for bottles,False,병,洴,True,,
201,병,counting unit for bottles,False,병,炳,True,43.0,bright
201,병,counting unit for bottles,False,병,琕,True,,
201,병,counting unit for bottles,False,병,瓶,True,1282.0,bottle
201,병,counting unit for bottles,False,병,甁,True,,
201,병,counting unit for bottles,False,병,甹,True,,
201,병,counting unit for bottles,False,병,病,True,398.0,illness
201,병,counting unit for bottles,False,병,眪,True,,
201,병,counting unit for bottles,False,병,秉,True,3777.0,hold
201,병,counting unit for bottles,False,병,窉,True,,
201,병,counting unit for bottles,False,병,竝,True,,
201,병,counting unit for bottles,False,병,竮,True,,
201,병,counting unit for bottles,False,병,箳,True,,
201,병,counting unit for bottles,False,병,簈,True,,
201,병,counting unit for bottles,False,병,絣,True,,
201,병,counting unit for bottles,False,병,缾,True,,
201,병,counting unit for bottles,False,병,聠,True,,
201,병,counting unit for bottles,False,병,艵,True,,
201,병,counting unit for bottles,False,병,苪,True,,
201,병,counting unit for bottles,False,병,荓,True,,
201,병,counting unit for bottles,False,병,蛃,True,,
201,병,counting unit for bottles,False,병,蛢,True,,
201,병,counting unit for bottles,False,병,誁,True,,
201,병,counting unit for bottles,False,병,踫,True,4227.0,have a person up
201,병,counting unit for bottles,False,병,軿,True,,
201,병,counting unit for bottles,False,병,輧,True,,
201,병,counting unit for bottles,False,병,迸,True,3892.0,burst
201,병,counting unit for bottles,False,병,逬,True,,
201,병,counting unit for bottles,False,병,邴,True,,
201,병,counting unit for bottles,False,병,郱,True,,
201,병,counting unit for bottles,False,병,鈵,True,,
201,병,counting unit for bottles,False,병,鉼,True,,
201,병,counting unit for bottles,False,병,鋲,True,,
201,병,counting unit for bottles,False,병,陃,True,,
201,병,counting unit for bottles,False,병,鞆,True,,
201,병,counting unit for bottles,False,병,頩,True,,
201,병,counting unit for bottles,False,병,餅,True,1375.0,cake
201,병,counting unit for bottles,False,병,餠,True,,
201,병,counting unit for bottles,False,병,饼,True,3486.0,cake
201,병,counting unit for bottles,False,병,騈,True,,
201,병,counting unit for bottles,False,병,鮩,True,,
201,병,counting unit for bottles,False,병,鵧,True,,
201,병,counting unit for bottles,False,병,㔙,True,,
201,병,counting unit for bottles,False,병,㙃,True,,
201,병,counting unit for bottles,False,병,㨀,True,,
201,병,counting unit for bottles,False,병,㻂,True,,
201,병,counting unit for bottles,False,병,䈂,True,,
201,병,counting unit for bottles,False,병,䋑,True,,
201,병,counting unit for bottles,False,병,䍈,True,,
201,병,counting unit for bottles,False,병,䔊,True,,
201,병,counting unit for bottles,False,병,䗒,True,,
201,병,counting unit for bottles,False,병,䨻,True,,
201,병,counting unit for bottles,False,병,䰃,True,,
201,병,counting unit for bottles,False,병,䴵,True,,
201,병,counting unit for bottles,False,병,䶄,True,,
202,병원,hospital,False,병원,病院,True,40.0,a hospital
203,보내다,to send,False,보내다,,False,,
204,보내다,to send / to mail,False,보내다,,False,,
205,보다,"to see, to watch, to look at",False,보다,,False,,
206,복잡하다,crowded jammed,True,복잡,複雜,True,2689.0,complicated
207,볼펜,ball-point pen,False,볼펜,,False,,
208,부산,Busan,False,부산,釜山,True,430.0,"Busan, Republic of"
209,부엌,kitchen,False,부엌,,False,,
210,부치다,to send / to mail,False,부치다,,False,,
211,분,minute,False,분,体,True,1270.0,body
211,분,minute,False,분,倴,True,,
211,분,minute,False,분,偾,True,727.0,rake
211,분,minute,False,분,僨,True,1636.0,rake
211,분,minute,False,분,兝,True,,
211,분,minute,False,분,分,True,336.0,share
211,분,minute,False,분,吩,True,4786.0,give instructions
211,분,minute,False,분,喯,True,,
211,분,minute,False,분,喷,True,2383.0,blow
211,분,minute,False,분,噴,True,2833.0,blow
211,분,minute,False,분,坋,True,,
211,분,minute,False,분,坌,True,1100.0,eat
211,분,minute,False,분,坟,True,3519.0,grave
211,분,minute,False,분,墳,True,2631.0,grave
211,분,minute,False,분,奔,True,4754.0,gallop
211,분,minute,False,분,奙,True,,
211,분,minute,False,분,奮,True,1035.0,burn
211,분,minute,False,분,妢,True,,
211,분,minute,False,분,岎,True,,
211,분,minute,False,분,帉,True,,
211,분,minute,False,분,幩,True,,
211,분,minute,False,분,弅,True,,
211,분,minute,False,분,忿,True,3326.0,anger
211,분,minute,False,분,愤,True,4283.0,anger
211,분,minute,False,분,憤,True,4569.0,anger
211,분,minute,False,분,扮,True,4153.0,affect
211,분,minute,False,분,捹,True,,
211,분,minute,False,분,撪,True,,
211,분,minute,False,분,昐,True,,
211,분,minute,False,분,朆,True,,
211,분,minute,False,분,枌,True,,
211,분,minute,False,분,桳,True,,
211,분,minute,False,분,梤,True,,
211,분,minute,False,분,棻,True,3164.0,fennel
211,분,minute,False,분,棼,True,2315.0,apple
211,분,minute,False,분,橨,True,,
211,분,minute,False,분,歕,True,,
211,분,minute,False,분,氛,True,4673.0,atmosphere
211,분,minute,False,분,汾,True,2187.0,fresh
211,분,minute,False,분,泍,True,,
211,분,minute,False,분,渀,True,,
211,분,minute,False,분,湓,True,4651.0,spring outburstead
211,분,minute,False,분,濆,True,,
211,분,minute,False,분,瀵,True,,
211,분,minute,False,분,炃,True,,
211,분,minute,False,분,焚,True,3781.0,burn
211,분,minute,False,분,燌,True,,
211,분,minute,False,분,燓,True,,
211,분,minute,False,분,犇,True,,
211,분,minute,False,분,獖,True,,
211,분,minute,False,분,玢,True,3925.0,drive
211,분,minute,False,분,瓫,True,,
211,분,minute,False,분,瓰,True,,
211,분,minute,False,분,畚,True,1323.0,dust
211,분,minute,False,분,盆,True,467.0,bowl
211,분,minute,False,분,砏,True,,
211,분,minute,False,분,秎,True,,
211,분,minute,False,분,竕,True,,
211,분,minute,False,분,笨,True,3567.0,be stupid
211,분,minute,False,분,粉,True,902.0,powder
211,분,minute,False,분,粪,True,833.0,dung
211,분,minute,False,분,糞,True,4827.0,dung
211,분,minute,False,분,紛,True,4244.0,clash
211,분,minute,False,분,纷,True,451.0,clash
211,분,minute,False,분,羒,True,,
211,분,minute,False,분,羵,True,,
211,분,minute,False,분,翂,True,,
211,분,minute,False,분,翉,True,,
211,분,minute,False,분,翸,True,,
211,분,minute,False,분,聁,True,,
211,분,minute,False,분,肦,True,,
211,분,minute,False,분,膹,True,,
211,분,minute,False,분,芬,True,3948.0,fragrance
211,분,minute,False,분,苯,True,4234.0,benzene
211,분,minute,False,분,葐,True,,
211,분,minute,False,분,蒶,True,,
211,분,minute,False,분,蕡,True,,
211,분,minute,False,분,蚠,True,,
211,분,minute,False,분,蚡,True,,
211,분,minute,False,분,衯,True,,
211,분,minute,False,분,訜,True,,
211,분,minute,False,분,豮,True,,
211,분,minute,False,분,豶,True,,
211,분,minute,False,분,賁,True,938.0,sound
211,분,minute,False,분,贲,True,194.0,sound
211,분,minute,False,분,躮,True,,
211,분,minute,False,분,軬,True,,
211,분,minute,False,분,輽,True,,
211,분,minute,False,분,轒,True,,
211,분,minute,False,분,逩,True,,
211,분,minute,False,분,酚,True,1509.0,phenol
211,분,minute,False,분,鈖,True,,
211,분,minute,False,분,錛,True,2070.0,adze
211,분,minute,False,분,鐼,True,,
211,분,minute,False,분,锛,True,2997.0,adze
211,분,minute,False,분,隫,True,,
211,분,minute,False,분,雰,True,,
211,분,minute,False,분,餴,True,,
211,분,minute,False,분,饙,True,,
211,분,minute,False,분,馚,True,,
211,분,minute,False,분,馩,True,,
211,분,minute,False,분,魵,True,,
211,분,minute,False,분,鱝,True,2513.0,ray
211,분,minute,False,분,鲼,True,2089.0,ray
211,분,minute,False,분,黂,True,,
211,분,minute,False,분,黺,True,,
211,분,minute,False,분,鼖,True,,
211,분,minute,False,분,鼢,True,,
211,분,minute,False,분,㖹,True,,
211,분,minute,False,분,㞣,True,,
211,분,minute,False,분,㤋,True,,
211,분,minute,False,분,㤓,True,,
211,분,minute,False,분,㥹,True,,
211,분,minute,False,분,㨧,True,,
211,분,minute,False,분,㮥,True,,
211,분,minute,False,분,㯣,True,,
211,분,minute,False,분,㱵,True,,
211,분,minute,False,분,㷊,True,,
211,분,minute,False,분,㸮,True,,
211,분,minute,False,분,㿎,True,,
211,분,minute,False,분,䩿,True,,
211,분,minute,False,분,䭻,True,,
211,분,minute,False,분,䴅,True,,
212,불고기,bulgogi,False,불고기,,False,,
213,브라질,Brasil,False,브라질,,False,,
214,비,rain,False,비,丕,True,1967.0,big
214,비,rain,False,비,仳,True,2817.0,divorce
214,비,rain,False,비,伾,True,,
214,비,rain,False,비,俷,True,,
214,비,rain,False,비,俻,True,,
214,비,rain,False,비,俾,True,2097.0,assign
214,비,rain,False,비,偹,True,,
214,비,rain,False,비,備,True,1040.0,arrange
214,비,rain,False,비,僃,True,,
214,비,rain,False,비,剕,True,,
214,비,rain,False,비,匕,True,2418.0,dagger
214,비,rain,False,비,匪,True,1179.0,bandits
214,비,rain,False,비,卑,True,73.0,humble
214,비,rain,False,비,厞,True,,
214,비,rain,False,비,呸,True,3002.0,"Oh, shit"
214,비,rain,False,비,啚,True,,
214,비,rain,False,비,啤,True,3765.0,beer
214,비,rain,False,비,噽,True,,
214,비,rain,False,비,嚊,True,,
214,비,rain,False,비,嚭,True,,
214,비,rain,False,비,圮,True,1729.0,collapse
214,비,rain,False,비,坒,True,,
214,비,rain,False,비,埤,True,69.0,basin
214,비,rain,False,비,壀,True,,
214,비,rain,False,비,备,True,3140.0,arrange
214,비,rain,False,비,夶,True,,
214,비,rain,False,비,奜,True,,
214,비,rain,False,비,奰,True,,
214,비,rain,False,비,妃,True,2977.0,the Imperial concubine
214,비,rain,False,비,妣,True,4126.0,one's parents
214,비,rain,False,비,婓,True,,
214,비,rain,False,비,婔,True,,
214,비,rain,False,비,婢,True,442.0,handmaid
214,비,rain,False,비,媲,True,692.0,comparable to
214,비,rain,False,비,嫓,True,,
214,비,rain,False,비,嬶,True,,
214,비,rain,False,비,屁,True,3569.0,fart
214,비,rain,False,비,屄,True,2869.0,go through one's nose
214,비,rain,False,비,屝,True,,
214,비,rain,False,비,岯,True,,
214,비,rain,False,비,崥,True,,
214,비,rain,False,비,庀,True,1118.0,be open up; blindfolds
214,비,rain,False,비,庇,True,1479.0,cover
214,비,rain,False,비,庳,True,,
214,비,rain,False,비,怌,True,,
214,비,rain,False,비,悂,True,,
214,비,rain,False,비,悱,True,3223.0,sorrow
214,비,rain,False,비,悲,True,3673.0,sorrow
214,비,rain,False,비,惫,True,4681.0,exhaustion
214,비,rain,False,비,憊,True,4206.0,exhaustion
214,비,rain,False,비,扉,True,3692.0,background
214,비,rain,False,비,批,True,1645.0,criticize
214,비,rain,False,비,抷,True,,
214,비,rain,False,비,斐,True,534.0,extraordinary
214,비,rain,False,비,昲,True,,
214,비,rain,False,비,暃,True,,
214,비,rain,False,비,曊,True,,
214,비,rain,False,비,朇,True,,
214,비,rain,False,비,朼,True,,
214,비,rain,False,비,枇,True,3172.0,lo
214,비,rain,False,비,枈,True,,
214,비,rain,False,비,柲,True,,
214,비,rain,False,비,棐,True,,
214,비,rain,False,비,椑,True,,
214,비,rain,False,비,榌,True,,
214,비,rain,False,비,榧,True,2084.0,heavy rain
214,비,rain,False,비,比,True,1988.0,compare
214,비,rain,False,비,毖,True,1702.0,avoid
214,비,rain,False,비,毗,True,4334.0,adjoin
214,비,rain,False,비,毘,True,4494.0,one's breadth
214,비,rain,False,비,毞,True,,
214,비,rain,False,비,毴,True,,
214,비,rain,False,비,沘,True,,
214,비,rain,False,비,沸,True,3996.0,boil
214,비,rain,False,비,泌,True,4152.0,emit
214,비,rain,False,비,淝,True,3962.0,"All right, let's go."
214,비,rain,False,비,淠,True,2536.0,rough
214,비,rain,False,비,渄,True,,
214,비,rain,False,비,渒,True,,
214,비,rain,False,비,濞,True,,
214,비,rain,False,비,焷,True,,
214,비,rain,False,비,犕,True,,
214,비,rain,False,비,狉,True,,
214,비,rain,False,비,狒,True,3041.0,baboon
214,비,rain,False,비,猆,True,,
214,비,rain,False,비,琵,True,1383.0,spoon
214,비,rain,False,비,畀,True,1362.0,give a word
214,비,rain,False,비,畁,True,,
214,비,rain,False,비,疕,True,,
214,비,rain,False,비,疪,True,1904.0,thoroughly
214,비,rain,False,비,疿,True,,
214,비,rain,False,비,痞,True,4129.0,ruffian
214,비,rain,False,비,痱,True,3159.0,prickly heat
214,비,rain,False,비,痹,True,3844.0,block
214,비,rain,False,비,痺,True,1294.0,go to the ground
214,비,rain,False,비,睤,True,,
214,비,rain,False,비,睥,True,3408.0,popularity
214,비,rain,False,비,砒,True,1415.0,arsenic
214,비,rain,False,비,碑,True,2786.0,stele
214,비,rain,False,비,磇,True,,
214,비,rain,False,비,祕,True,4488.0,covert
214,비,rain,False,비,禆,True,,
214,비,rain,False,비,秕,True,4210.0,chaff
214,비,rain,False,비,秘,True,2188.0,covert
214,비,rain,False,비,秠,True,,
214,비,rain,False,비,笓,True,,
214,비,rain,False,비,箄,True,,
214,비,rain,False,비,箆,True,,
214,비,rain,False,비,篚,True,1951.0,associate
214,비,rain,False,비,篦,True,1624.0,comb
214,비,rain,False,비,簲,True,,
214,비,rain,False,비,粃,True,,
214,비,rain,False,비,粊,True,,
214,비,rain,False,비,糒,True,,
214,비,rain,False,비,紕,True,4063.0,slip
214,비,rain,False,비,緋,True,1209.0,frivolupt
214,비,rain,False,비,纰,True,2858.0,slip
214,비,rain,False,비,绯,True,2772.0,frivolupt
214,비,rain,False,비,罴,True,3933.0,bear
214,비,rain,False,비,羆,True,3301.0,bear
214,비,rain,False,비,翡,True,1541.0,emeralds
214,비,rain,False,비,聛,True,,
214,비,rain,False,비,肥,True,1698.0,fat
214,비,rain,False,비,肶,True,,
214,비,rain,False,비,脴,True,4803.0,greenhouse
214,비,rain,False,비,脾,True,1567.0,spleen
214,비,rain,False,비,腓,True,753.0,fibula; fibula; fibula
214,비,rain,False,비,腗,True,,
214,비,rain,False,비,膍,True,,
214,비,rain,False,비,臂,True,1579.0,arm
214,비,rain,False,비,舭,True,907.0,bilge
214,비,rain,False,비,芘,True,3929.0,pyrene
214,비,rain,False,비,芾,True,4088.0,manage
214,비,rain,False,비,苤,True,1386.0,hour
214,비,rain,False,비,菲,True,3014.0,poor
214,비,rain,False,비,萆,True,769.0,be different colors
214,비,rain,False,비,萉,True,,
214,비,rain,False,비,萞,True,,
214,비,rain,False,비,蓖,True,1594.0,castor
214,비,rain,False,비,蕜,True,,
214,비,rain,False,비,薭,True,,
214,비,rain,False,비,蚍,True,4057.0,ant
214,비,rain,False,비,蚽,True,,
214,비,rain,False,비,蜚,True,4089.0,fly
214,비,rain,False,비,蜰,True,,
214,비,rain,False,비,蜱,True,837.0,tick
